Date-Time (EST),"ACCurrent , amp"
2025-01-16 10:07:00,50.62
2025-01-16 10:08:00,50.71
2025-01-16 10:09:00,50.25
2025-01-16 10:10:00,50.21
2025-01-16 10:11:00,46.09
2025-01-16 10:12:00,50.35
2025-01-16 10:13:00,47.35
2025-01-16 10:14:00,46.46
2025-01-16 10:15:00,44.52
2025-01-16 10:16:00,48.58
2025-01-16 10:17:00,43.27
2025-01-16 10:18:00,43.15
2025-01-16 10:19:00,50.41
2025-01-16 10:20:00,50.83
2025-01-16 10:21:00,51.64
2025-01-16 10:22:00,48.2
2025-01-16 10:23:00,50.83
2025-01-16 10:24:00,51.44
2025-01-16 10:25:00,49.99
2025-01-16 10:26:00,50.92
2025-01-16 10:27:00,51.55
2025-01-16 10:28:00,48.12
2025-01-16 10:29:00,51.09
2025-01-16 10:30:00,50.96
2025-01-16 10:31:00,51.39
2025-01-16 10:32:00,51.31
2025-01-16 10:33:00,52.12
2025-01-16 10:34:00,51.66
2025-01-16 10:35:00,54.64
2025-01-16 10:36:00,48.28
2025-01-16 10:37:00,51.21
2025-01-16 10:38:00,52.99
2025-01-16 10:39:00,48.58
2025-01-16 10:40:00,54.06
2025-01-16 10:41:00,48.96
2025-01-16 10:42:00,54.18
2025-01-16 10:43:00,48.98
2025-01-16 10:44:00,50.83
2025-01-16 10:45:00,51.58
2025-01-16 10:46:00,50.45
2025-01-16 10:47:00,54.44
2025-01-16 10:48:00,51.25
2025-01-16 10:49:00,54.13
2025-01-16 10:50:00,51.16
2025-01-16 10:51:00,53.48
2025-01-16 10:52:00,51.42
2025-01-16 10:53:00,51.1
2025-01-16 10:54:00,53.98
2025-01-16 10:55:00,51.28
2025-01-16 10:56:00,54.16
2025-01-16 10:57:00,51.57
2025-01-16 10:58:00,53.81
2025-01-16 10:59:00,53.93
2025-01-16 11:00:00,54.19
2025-01-16 11:01:00,54.46
2025-01-16 11:02:00,51.38
2025-01-16 11:03:00,53.75
2025-01-16 11:04:00,52.03
2025-01-16 11:05:00,51.48
2025-01-16 11:06:00,54.21
2025-01-16 11:07:00,50.74
2025-01-16 11:08:00,54.13
2025-01-16 11:09:00,48.6
2025-01-16 11:10:00,52.1
2025-01-16 11:11:00,50.78
2025-01-16 11:12:00,53.95
2025-01-16 11:13:00,51.41
2025-01-16 11:14:00,50.7
2025-01-16 11:15:00,51.57
2025-01-16 11:16:00,48.64
2025-01-16 11:17:00,54.3
2025-01-16 11:18:00,51.19
2025-01-16 11:19:00,53.7
2025-01-16 11:20:00,51.08
2025-01-16 11:21:00,50.79
2025-01-16 11:22:00,54.01
2025-01-16 11:23:00,48.65
2025-01-16 11:24:00,51.54
2025-01-16 11:25:00,50.4
2025-01-16 11:26:00,51.24
2025-01-16 11:27:00,49.06
2025-01-16 11:28:00,51.23
2025-01-16 11:29:00,54.32
2025-01-16 11:30:00,50.65
2025-01-16 11:31:00,52.96
2025-01-16 11:32:00,51.37
2025-01-16 11:33:00,53.7
2025-01-16 11:34:00,50.92
2025-01-16 11:35:00,53.44
2025-01-16 11:36:00,50.96
2025-01-16 11:37:00,51.07
2025-01-16 11:38:00,54.27
2025-01-16 11:39:00,51.41
2025-01-16 11:40:00,53.97
2025-01-16 11:41:00,50.13
2025-01-16 11:42:00,50.31
2025-01-16 11:43:00,53.73
2025-01-16 11:44:00,50.5
2025-01-16 11:45:00,50.19
2025-01-16 11:46:00,49.79
2025-01-16 11:47:00,50.14
2025-01-16 11:48:00,51.38
2025-01-16 11:49:00,50.7
2025-01-16 11:50:00,53.43
2025-01-16 11:51:00,50.78
2025-01-16 11:52:00,53.26
2025-01-16 11:53:00,51.46
2025-01-16 11:54:00,50.64
2025-01-16 11:55:00,54.06
2025-01-16 11:56:00,50.81
2025-01-16 11:57:00,53.47
2025-01-16 11:58:00,47.93
2025-01-16 11:59:00,50.57
2025-01-16 12:00:00,51.54
2025-01-16 12:01:00,48.63
2025-01-16 12:02:00,49.98
2025-01-16 12:03:00,51.45
2025-01-16 12:04:00,48.45
2025-01-16 12:05:00,53.04
2025-01-16 12:06:00,48.68
2025-01-16 12:07:00,50.93
2025-01-16 12:08:00,51.12
2025-01-16 12:09:00,50.36
2025-01-16 12:10:00,52.62
2025-01-16 12:11:00,51.14
2025-01-16 12:12:00,48.2
2025-01-16 12:13:00,50.6
2025-01-16 12:14:00,42.56
2025-01-16 12:15:00,50.6
2025-01-16 12:16:00,51.11
2025-01-16 12:17:00,51.29
2025-01-16 12:18:00,51.21
2025-01-16 12:19:00,51.03
2025-01-16 12:20:00,44.08
2025-01-16 12:21:00,43.2
2025-01-16 12:22:00,47.78
2025-01-16 12:23:00,50.34
2025-01-16 12:24:00,50.51
2025-01-16 12:25:00,50.58
2025-01-16 12:26:00,50.38
2025-01-16 12:27:00,50.58
2025-01-16 12:28:00,50.67
2025-01-16 12:29:00,50.55
2025-01-16 12:30:00,50.66
2025-01-16 12:31:00,50.83
2025-01-16 12:32:00,50.9
2025-01-16 12:33:00,50.91
2025-01-16 12:34:00,50.96
2025-01-16 12:35:00,50.75
2025-01-16 12:36:00,50.47
2025-01-16 12:37:00,44.05
2025-01-16 12:38:00,42.52
2025-01-16 12:39:00,47.96
2025-01-16 12:40:00,50.95
2025-01-16 12:41:00,51.17
2025-01-16 12:42:00,51.73
2025-01-16 12:43:00,51.54
2025-01-16 12:44:00,51.27
2025-01-16 12:45:00,50.48
2025-01-16 12:46:00,46.65
2025-01-16 12:47:00,42.61
2025-01-16 12:48:00,42.69
2025-01-16 12:49:00,48.08
2025-01-16 12:50:00,45.52
2025-01-16 12:51:00,48.52
2025-01-16 12:52:00,51.45
2025-01-16 12:53:00,51.3
2025-01-16 12:54:00,50.97
2025-01-16 12:55:00,51.2
2025-01-16 12:56:00,50.83
2025-01-16 12:57:00,51.12
2025-01-16 12:58:00,47.23
2025-01-16 12:59:00,47.91
2025-01-16 13:00:00,47.55
2025-01-16 13:01:00,49.88
2025-01-16 13:02:00,47.13
2025-01-16 13:03:00,48.53
2025-01-16 13:04:00,48.0
2025-01-16 13:05:00,50.79
2025-01-16 13:06:00,51.14
2025-01-16 13:07:00,45.24
2025-01-16 13:08:00,50.84
2025-01-16 13:09:00,48.66
2025-01-16 13:10:00,51.05
2025-01-16 13:11:00,45.03
2025-01-16 13:12:00,51.18
2025-01-16 13:13:00,50.54
2025-01-16 13:14:00,45.65
2025-01-16 13:15:00,51.19
2025-01-16 13:16:00,48.18
2025-01-16 13:17:00,50.98
2025-01-16 13:18:00,52.91
2025-01-16 13:19:00,48.64
2025-01-16 13:20:00,51.21
2025-01-16 13:21:00,51.54
2025-01-16 13:22:00,51.13
2025-01-16 13:23:00,47.54
2025-01-16 13:24:00,50.98
2025-01-16 13:25:00,47.99
2025-01-16 13:26:00,51.75
2025-01-16 13:27:00,48.63
2025-01-16 13:28:00,50.63
2025-01-16 13:29:00,47.79
2025-01-16 13:30:00,51.26
2025-01-16 13:31:00,47.88
2025-01-16 13:32:00,50.9
2025-01-16 13:33:00,51.15
2025-01-16 13:34:00,48.3
2025-01-16 13:35:00,52.87
2025-01-16 13:36:00,51.78
2025-01-16 13:37:00,48.76
2025-01-16 13:38:00,51.22
2025-01-16 13:39:00,51.78
2025-01-16 13:40:00,48.94
2025-01-16 13:41:00,50.57
2025-01-16 13:42:00,51.79
2025-01-16 13:43:00,48.71
2025-01-16 13:44:00,53.23
2025-01-16 13:45:00,51.78
2025-01-16 13:46:00,48.64
2025-01-16 13:47:00,54.53
2025-01-16 13:48:00,51.57
2025-01-16 13:49:00,53.93
2025-01-16 13:50:00,49.31
2025-01-16 13:51:00,51.48
2025-01-16 13:52:00,54.62
2025-01-16 13:53:00,51.37
2025-01-16 13:54:00,52.09
2025-01-16 13:55:00,51.48
2025-01-16 13:56:00,52.36
2025-01-16 13:57:00,49.26
2025-01-16 13:58:00,51.52
2025-01-16 13:59:00,52.33
2025-01-16 14:00:00,51.47
2025-01-16 14:01:00,51.69
2025-01-16 14:02:00,49.06
2025-01-16 14:03:00,54.08
2025-01-16 14:04:00,49.59
2025-01-16 14:05:00,53.75
2025-01-16 14:06:00,52.24
2025-01-16 14:07:00,50.79
2025-01-16 14:08:00,55.02
2025-01-16 14:09:00,50.55
2025-01-16 14:10:00,51.96
2025-01-16 14:11:00,51.97
2025-01-16 14:12:00,54.25
2025-01-16 14:13:00,51.95
2025-01-16 14:14:00,51.3
2025-01-16 14:15:00,54.74
2025-01-16 14:16:00,49.03
2025-01-16 14:17:00,54.83
2025-01-16 14:18:00,51.97
2025-01-16 14:19:00,54.73
2025-01-16 14:20:00,51.82
2025-01-16 14:21:00,51.77
2025-01-16 14:22:00,51.31
2025-01-16 14:23:00,51.21
2025-01-16 14:24:00,54.66
2025-01-16 14:25:00,49.13
2025-01-16 14:26:00,54.32
2025-01-16 14:27:00,51.13
2025-01-16 14:28:00,42.68
2025-01-16 14:29:00,42.43
2025-01-16 14:30:00,47.47
2025-01-16 14:31:00,50.61
2025-01-16 14:32:00,50.89
2025-01-16 14:33:00,43.83
2025-01-16 14:34:00,42.23
2025-01-16 14:35:00,45.79
2025-01-16 14:36:00,51.6
2025-01-16 14:37:00,48.76
2025-01-16 14:38:00,48.16
2025-01-16 14:39:00,50.96
2025-01-16 14:40:00,47.54
2025-01-16 14:41:00,51.93
2025-01-16 14:42:00,48.52
2025-01-16 14:43:00,48.5
2025-01-16 14:44:00,51.48
2025-01-16 14:45:00,50.91
2025-01-16 14:46:00,51.16
2025-01-16 14:47:00,49.39
2025-01-16 14:48:00,51.8
2025-01-16 14:49:00,52.64
2025-01-16 14:50:00,52.22
2025-01-16 14:51:00,55.13
2025-01-16 14:52:00,49.28
2025-01-16 14:53:00,53.72
2025-01-16 14:54:00,51.73
2025-01-16 14:55:00,54.69
2025-01-16 14:56:00,52.07
2025-01-16 14:57:00,54.19
2025-01-16 14:58:00,51.9
2025-01-16 14:59:00,48.91
2025-01-16 15:00:00,50.73
2025-01-16 15:01:00,51.96
2025-01-16 15:02:00,48.69
2025-01-16 15:03:00,49.79
2025-01-16 15:04:00,51.88
2025-01-16 15:05:00,48.53
2025-01-16 15:06:00,48.69
2025-01-16 15:07:00,51.48
2025-01-16 15:08:00,52.06
2025-01-16 15:09:00,48.24
2025-01-16 15:10:00,50.94
2025-01-16 15:11:00,52.48
2025-01-16 15:12:00,48.99
2025-01-16 15:13:00,51.15
2025-01-16 15:14:00,52.14
2025-01-16 15:15:00,49.46
2025-01-16 15:16:00,54.87
2025-01-16 15:17:00,51.42
2025-01-16 15:18:00,51.94
2025-01-16 15:19:00,52.74
2025-01-16 15:20:00,52.02
2025-01-16 15:21:00,55.44
2025-01-16 15:22:00,51.64
2025-01-16 15:23:00,54.58
2025-01-16 15:24:00,50.34
2025-01-16 15:25:00,54.27
2025-01-16 15:26:00,49.51
2025-01-16 15:27:00,51.69
2025-01-16 15:28:00,52.65
2025-01-16 15:29:00,52.3
2025-01-16 15:30:00,57.32
2025-01-16 15:31:00,49.21
2025-01-16 15:32:00,52.04
2025-01-16 15:33:00,52.31
2025-01-16 15:34:00,52.44
2025-01-16 15:35:00,52.02
2025-01-16 15:36:00,53.58
2025-01-16 15:37:00,52.51
2025-01-16 15:38:00,50.71
2025-01-16 15:39:00,55.38
2025-01-16 15:40:00,52.06
2025-01-16 15:41:00,52.77
2025-01-16 15:42:00,51.92
2025-01-16 15:43:00,54.86
2025-01-16 15:44:00,51.81
2025-01-16 15:45:00,54.35
2025-01-16 15:46:00,52.38
2025-01-16 15:47:00,53.75
2025-01-16 15:48:00,52.63
2025-01-16 15:49:00,51.96
2025-01-16 15:50:00,55.39
2025-01-16 15:51:00,51.03
2025-01-16 15:52:00,55.0
2025-01-16 15:53:00,52.27
2025-01-16 15:54:00,54.58
2025-01-16 15:55:00,52.55
2025-01-16 15:56:00,50.01
2025-01-16 15:57:00,52.17
2025-01-16 15:58:00,49.23
2025-01-16 15:59:00,54.5
2025-01-16 16:00:00,51.62
2025-01-16 16:01:00,52.06
2025-01-16 16:02:00,55.35
2025-01-16 16:03:00,52.17
2025-01-16 16:04:00,55.0
2025-01-16 16:05:00,52.2
2025-01-16 16:06:00,52.73
2025-01-16 16:07:00,52.45
2025-01-16 16:08:00,52.17
2025-01-16 16:09:00,55.55
2025-01-16 16:10:00,52.95
2025-01-16 16:11:00,55.11
2025-01-16 16:12:00,52.31
2025-01-16 16:13:00,55.17
2025-01-16 16:14:00,52.19
2025-01-16 16:15:00,54.95
2025-01-16 16:16:00,49.66
2025-01-16 16:17:00,51.44
2025-01-16 16:18:00,54.69
2025-01-16 16:19:00,49.06
2025-01-16 16:20:00,54.34
2025-01-16 16:21:00,51.79
2025-01-16 16:22:00,51.7
2025-01-16 16:23:00,52.17
2025-01-16 16:24:00,51.97
2025-01-16 16:25:00,51.93
2025-01-16 16:26:00,50.78
2025-01-16 16:27:00,45.04
2025-01-16 16:28:00,40.75
2025-01-16 16:29:00,45.24
2025-01-16 16:30:00,42.03
2025-01-16 16:31:00,39.66
2025-01-16 16:32:00,0.15
2025-01-16 16:33:00,16.78
2025-01-16 16:34:00,31.99
2025-01-16 16:35:00,29.94
2025-01-16 16:36:00,39.9
2025-01-16 16:37:00,30.22
2025-01-16 16:38:00,34.02
2025-01-16 16:39:00,0.15
2025-01-16 16:40:00,37.53
2025-01-16 16:41:00,30.63
2025-01-16 16:42:00,39.28
2025-01-16 16:43:00,30.82
2025-01-16 16:44:00,30.16
2025-01-16 16:45:00,0.15
2025-01-16 16:46:00,31.1
2025-01-16 16:47:00,30.71
2025-01-16 16:48:00,39.14
2025-01-16 16:49:00,30.85
2025-01-16 16:50:00,38.53
2025-01-16 16:51:00,5.84
2025-01-16 16:52:00,25.93
2025-01-16 16:53:00,31.91
2025-01-16 16:54:00,35.55
2025-01-16 16:55:00,33.32
2025-01-16 16:56:00,30.22
2025-01-16 16:57:00,24.37
2025-01-16 16:58:00,33.05
2025-01-16 16:59:00,30.28
2025-01-16 17:00:00,30.37
2025-01-16 17:01:00,36.3
2025-01-16 17:02:00,30.4
2025-01-16 17:03:00,5.22
2025-01-16 17:04:00,27.84
2025-01-16 17:05:00,30.53
2025-01-16 17:06:00,30.39
2025-01-16 17:07:00,38.35
2025-01-16 17:08:00,31.59
2025-01-16 17:09:00,5.16
2025-01-16 17:10:00,40.64
2025-01-16 17:11:00,30.99
2025-01-16 17:12:00,30.21
2025-01-16 17:13:00,37.08
2025-01-16 17:14:00,32.29
2025-01-16 17:15:00,5.13
2025-01-16 17:16:00,23.22
2025-01-16 17:17:00,35.68
2025-01-16 17:18:00,30.09
2025-01-16 17:19:00,30.12
2025-01-16 17:20:00,39.04
2025-01-16 17:21:00,5.48
2025-01-16 17:22:00,0.15
2025-01-16 17:23:00,28.31
2025-01-16 17:24:00,30.52
2025-01-16 17:25:00,30.28
2025-01-16 17:26:00,36.75
2025-01-16 17:27:00,6.05
2025-01-16 17:28:00,0.15
2025-01-16 17:29:00,25.53
2025-01-16 17:30:00,31.45
2025-01-16 17:31:00,30.34
2025-01-16 17:32:00,30.24
2025-01-16 17:33:00,25.71
2025-01-16 17:34:00,0.15
2025-01-16 17:35:00,0.15
2025-01-16 17:36:00,36.29
2025-01-16 17:37:00,30.13
2025-01-16 17:38:00,30.14
2025-01-16 17:39:00,38.3
2025-01-16 17:40:00,0.15
2025-01-16 17:41:00,10.33
2025-01-16 17:42:00,34.02
2025-01-16 17:43:00,30.11
2025-01-16 17:44:00,30.22
2025-01-16 17:45:00,38.59
2025-01-16 17:46:00,5.94
2025-01-16 17:47:00,0.15
2025-01-16 17:48:00,25.61
2025-01-16 17:49:00,31.38
2025-01-16 17:50:00,30.24
2025-01-16 17:51:00,32.74
2025-01-16 17:52:00,12.6
2025-01-16 17:53:00,0.15
2025-01-16 17:54:00,33.03
2025-01-16 17:55:00,30.41
2025-01-16 17:56:00,30.33
2025-01-16 17:57:00,35.38
2025-01-16 17:58:00,18.97
2025-01-16 17:59:00,0.15
2025-01-16 18:00:00,10.03
2025-01-16 18:01:00,33.43
2025-01-16 18:02:00,30.13
2025-01-16 18:03:00,30.26
2025-01-16 18:04:00,29.18
2025-01-16 18:05:00,0.15
2025-01-16 18:06:00,44.21
2025-01-16 18:07:00,31.02
2025-01-16 18:08:00,30.36
2025-01-16 18:09:00,30.47
2025-01-16 18:10:00,33.75
2025-01-16 18:11:00,0.15
2025-01-16 18:12:00,0.15
2025-01-16 18:13:00,36.71
2025-01-16 18:14:00,30.39
2025-01-16 18:15:00,30.17
2025-01-16 18:16:00,36.62
2025-01-16 18:17:00,0.16
2025-01-16 18:18:00,19.56
2025-01-16 18:19:00,32.99
2025-01-16 18:20:00,30.41
2025-01-16 18:21:00,30.44
2025-01-16 18:22:00,38.43
2025-01-16 18:23:00,5.79
2025-01-16 18:24:00,0.16
2025-01-16 18:25:00,44.76
2025-01-16 18:26:00,31.19
2025-01-16 18:27:00,30.25
2025-01-16 18:28:00,37.17
2025-01-16 18:29:00,12.15
2025-01-16 18:30:00,2.34
2025-01-16 18:31:00,40.19
2025-01-16 18:32:00,30.56
2025-01-16 18:33:00,30.67
2025-01-16 18:34:00,33.27
2025-01-16 18:35:00,12.77
2025-01-16 18:36:00,0.16
2025-01-16 18:37:00,12.74
2025-01-16 18:38:00,34.35
2025-01-16 18:39:00,30.2
2025-01-16 18:40:00,30.32
2025-01-16 18:41:00,26.7
2025-01-16 18:42:00,0.16
2025-01-16 18:43:00,31.51
2025-01-16 18:44:00,30.98
2025-01-16 18:45:00,30.5
2025-01-16 18:46:00,30.48
2025-01-16 18:47:00,26.24
2025-01-16 18:48:00,0.16
2025-01-16 18:49:00,0.16
2025-01-16 18:50:00,33.36
2025-01-16 18:51:00,30.69
2025-01-16 18:52:00,30.52
2025-01-16 18:53:00,39.6
2025-01-16 18:54:00,0.16
2025-01-16 18:55:00,17.09
2025-01-16 18:56:00,32.31
2025-01-16 18:57:00,30.3
2025-01-16 18:58:00,30.29
2025-01-16 18:59:00,38.59
2025-01-16 19:00:00,0.16
2025-01-16 19:01:00,0.16
2025-01-16 19:02:00,22.8
2025-01-16 19:03:00,31.5
2025-01-16 19:04:00,30.74
2025-01-16 19:05:00,37.76
2025-01-16 19:06:00,12.43
2025-01-16 19:07:00,2.35
2025-01-16 19:08:00,36.98
2025-01-16 19:09:00,30.42
2025-01-16 19:10:00,30.51
2025-01-16 19:11:00,35.31
2025-01-16 19:12:00,12.66
2025-01-16 19:13:00,0.16
2025-01-16 19:14:00,12.78
2025-01-16 19:15:00,34.93
2025-01-16 19:16:00,30.61
2025-01-16 19:17:00,30.51
2025-01-16 19:18:00,34.05
2025-01-16 19:19:00,0.16
2025-01-16 19:20:00,28.3
2025-01-16 19:21:00,30.95
2025-01-16 19:22:00,30.74
2025-01-16 19:23:00,30.72
2025-01-16 19:24:00,31.23
2025-01-16 19:25:00,0.16
2025-01-16 19:26:00,0.16
2025-01-16 19:27:00,31.78
2025-01-16 19:28:00,31.14
2025-01-16 19:29:00,30.58
2025-01-16 19:30:00,37.37
2025-01-16 19:31:00,11.96
2025-01-16 19:32:00,0.16
2025-01-16 19:33:00,19.66
2025-01-16 19:34:00,33.17
2025-01-16 19:35:00,30.88
2025-01-16 19:36:00,34.08
2025-01-16 19:37:00,20.02
2025-01-16 19:38:00,0.16
2025-01-16 19:39:00,0.16
2025-01-16 19:40:00,51.07
2025-01-16 19:41:00,30.99
2025-01-16 19:42:00,31.03
2025-01-16 19:43:00,17.59
2025-01-16 19:44:00,40.94
2025-01-16 19:45:00,30.66
2025-01-16 19:46:00,30.8
2025-01-16 19:47:00,39.8
2025-01-16 19:48:00,30.91
2025-01-16 19:49:00,15.44
2025-01-16 19:50:00,35.25
2025-01-16 19:51:00,30.9
2025-01-16 19:52:00,30.83
2025-01-16 19:53:00,39.18
2025-01-16 19:54:00,31.51
2025-01-16 19:55:00,15.56
2025-01-16 19:56:00,19.15
2025-01-16 19:57:00,33.8
2025-01-16 19:58:00,30.74
2025-01-16 19:59:00,30.78
2025-01-16 20:00:00,40.41
2025-01-16 20:01:00,15.45
2025-01-16 20:02:00,2.27
2025-01-16 20:03:00,40.98
2025-01-16 20:04:00,30.89
2025-01-16 20:05:00,40.5
2025-01-16 20:06:00,30.9
2025-01-16 20:07:00,40.06
2025-01-16 20:08:00,0.16
2025-01-16 20:09:00,23.17
2025-01-16 20:10:00,31.79
2025-01-16 20:11:00,34.65
2025-01-16 20:12:00,32.5
2025-01-16 20:13:00,36.19
2025-01-16 20:14:00,0.16
2025-01-16 20:15:00,26.61
2025-01-16 20:16:00,32.51
2025-01-16 20:17:00,39.26
2025-01-16 20:18:00,32.3
2025-01-16 20:19:00,33.47
2025-01-16 20:20:00,12.91
2025-01-16 20:21:00,31.41
2025-01-16 20:22:00,34.3
2025-01-16 20:23:00,31.05
2025-01-16 20:24:00,31.09
2025-01-16 20:25:00,38.13
2025-01-16 20:26:00,11.18
2025-01-16 20:27:00,0.16
2025-01-16 20:28:00,32.17
2025-01-16 20:29:00,31.48
2025-01-16 20:30:00,30.86
2025-01-16 20:31:00,37.9
2025-01-16 20:32:00,12.14
2025-01-16 20:33:00,4.41
2025-01-16 20:34:00,39.97
2025-01-16 20:35:00,31.04
2025-01-16 20:36:00,30.99
2025-01-16 20:37:00,36.15
2025-01-16 20:38:00,19.24
2025-01-16 20:39:00,0.16
2025-01-16 20:40:00,10.42
2025-01-16 20:41:00,34.06
2025-01-16 20:42:00,30.56
2025-01-16 20:43:00,30.51
2025-01-16 20:44:00,25.16
2025-01-16 20:45:00,0.15
2025-01-16 20:46:00,32.12
2025-01-16 20:47:00,30.94
2025-01-16 20:48:00,30.58
2025-01-16 20:49:00,30.61
2025-01-16 20:50:00,34.41
2025-01-16 20:51:00,0.15
2025-01-16 20:52:00,0.15
2025-01-16 20:53:00,38.15
2025-01-16 20:54:00,30.86
2025-01-16 20:55:00,30.63
2025-01-16 20:56:00,38.92
2025-01-16 20:57:00,5.91
2025-01-16 20:58:00,20.05
2025-01-16 20:59:00,33.21
2025-01-16 21:00:00,30.39
2025-01-16 21:01:00,30.28
2025-01-16 21:02:00,38.66
2025-01-16 21:03:00,5.96
2025-01-16 21:04:00,0.15
2025-01-16 21:05:00,19.62
2025-01-16 21:06:00,32.54
2025-01-16 21:07:00,30.23
2025-01-16 21:08:00,30.16
2025-01-16 21:09:00,20.99
2025-01-16 21:10:00,2.38
2025-01-16 21:11:00,40.09
2025-01-16 21:12:00,30.08
2025-01-16 21:13:00,30.18
2025-01-16 21:14:00,35.26
2025-01-16 21:15:00,19.16
2025-01-16 21:16:00,0.15
2025-01-16 21:17:00,0.15
2025-01-16 21:18:00,36.96
2025-01-16 21:19:00,30.34
2025-01-16 21:20:00,30.28
2025-01-16 21:21:00,38.41
2025-01-16 21:22:00,5.86
2025-01-16 21:23:00,0.15
2025-01-16 21:24:00,26.27
2025-01-16 21:25:00,31.23
2025-01-16 21:26:00,29.76
2025-01-16 21:27:00,35.06
2025-01-16 21:28:00,18.63
2025-01-16 21:29:00,0.15
2025-01-16 21:30:00,0.15
2025-01-16 21:31:00,36.59
2025-01-16 21:32:00,30.06
2025-01-16 21:33:00,29.97
2025-01-16 21:34:00,17.28
2025-01-16 21:35:00,37.3
2025-01-16 21:36:00,30.1
2025-01-16 21:37:00,30.21
2025-01-16 21:38:00,39.62
2025-01-16 21:39:00,30.27
2025-01-16 21:40:00,15.1
2025-01-16 21:41:00,33.23
2025-01-16 21:42:00,30.37
2025-01-16 21:43:00,30.25
2025-01-16 21:44:00,39.27
2025-01-16 21:45:00,30.67
2025-01-16 21:46:00,15.11
2025-01-16 21:47:00,19.22
2025-01-16 21:48:00,32.28
2025-01-16 21:49:00,30.08
2025-01-16 21:50:00,30.19
2025-01-16 21:51:00,39.35
2025-01-16 21:52:00,15.15
2025-01-16 21:53:00,0.15
2025-01-16 21:54:00,37.28
2025-01-16 21:55:00,30.06
2025-01-16 21:56:00,29.99
2025-01-16 21:57:00,38.06
2025-01-16 21:58:00,16.17
2025-01-16 21:59:00,0.15
2025-01-16 22:00:00,36.95
2025-01-16 22:01:00,29.91
2025-01-16 22:02:00,29.72
2025-01-16 22:03:00,31.33
2025-01-16 22:04:00,19.65
2025-01-16 22:05:00,0.15
2025-01-16 22:06:00,12.97
2025-01-16 22:07:00,34.74
2025-01-16 22:08:00,29.62
2025-01-16 22:09:00,29.7
2025-01-16 22:10:00,34.0
2025-01-16 22:11:00,0.15
2025-01-16 22:12:00,25.74
2025-01-16 22:13:00,30.96
2025-01-16 22:14:00,29.59
2025-01-16 22:15:00,29.52
2025-01-16 22:16:00,29.92
2025-01-16 22:17:00,0.15
2025-01-16 22:18:00,0.15
2025-01-16 22:19:00,31.07
2025-01-16 22:20:00,30.09
2025-01-16 22:21:00,29.58
2025-01-16 22:22:00,34.4
2025-01-16 22:23:00,6.19
2025-01-16 22:24:00,12.79
2025-01-16 22:25:00,33.85
2025-01-16 22:26:00,29.83
2025-01-16 22:27:00,29.74
2025-01-16 22:28:00,36.73
2025-01-16 22:29:00,11.72
2025-01-16 22:30:00,0.15
2025-01-16 22:31:00,10.14
2025-01-16 22:32:00,33.36
2025-01-16 22:33:00,29.79
2025-01-16 22:34:00,29.96
2025-01-16 22:35:00,26.52
2025-01-16 22:36:00,0.15
2025-01-16 22:37:00,36.39
2025-01-16 22:38:00,29.9
2025-01-16 22:39:00,29.84
2025-01-16 22:40:00,29.82
2025-01-16 22:41:00,28.86
2025-01-16 22:42:00,0.15
2025-01-16 22:43:00,0.15
2025-01-16 22:44:00,27.81
2025-01-16 22:45:00,30.07
2025-01-16 22:46:00,29.83
2025-01-16 22:47:00,38.07
2025-01-16 22:48:00,5.9
2025-01-16 22:49:00,0.15
2025-01-16 22:50:00,43.75
2025-01-16 22:51:00,31.35
2025-01-16 22:52:00,29.6
2025-01-16 22:53:00,34.86
2025-01-16 22:54:00,18.98
2025-01-16 22:55:00,0.15
2025-01-16 22:56:00,0.15
2025-01-16 22:57:00,36.97
2025-01-16 22:58:00,30.15
2025-01-16 22:59:00,29.91
2025-01-16 23:00:00,37.83
2025-01-16 23:01:00,5.74
2025-01-16 23:02:00,0.15
2025-01-16 23:03:00,26.31
2025-01-16 23:04:00,31.41
2025-01-16 23:05:00,30.01
2025-01-16 23:06:00,33.22
2025-01-16 23:07:00,12.85
2025-01-16 23:08:00,0.15
2025-01-16 23:09:00,24.76
2025-01-16 23:10:00,35.69
2025-01-16 23:11:00,30.12
2025-01-16 23:12:00,30.3
2025-01-16 23:13:00,17.36
2025-01-16 23:14:00,39.37
2025-01-16 23:15:00,30.1
2025-01-16 23:16:00,30.06
2025-01-16 23:17:00,35.95
2025-01-16 23:18:00,30.28
2025-01-16 23:19:00,31.68
2025-01-16 23:20:00,37.55
2025-01-16 23:21:00,29.64
2025-01-16 23:22:00,29.89
2025-01-16 23:23:00,38.3
2025-01-16 23:24:00,30.24
2025-01-16 23:25:00,15.13
2025-01-16 23:26:00,30.99
2025-01-16 23:27:00,30.75
2025-01-16 23:28:00,30.15
2025-01-16 23:29:00,32.81
2025-01-16 23:30:00,18.35
2025-01-16 23:31:00,0.15
2025-01-16 23:32:00,0.17
2025-01-16 23:33:00,0.19
2025-01-16 23:34:00,0.19
2025-01-16 23:35:00,0.2
2025-01-16 23:36:00,0.19
2025-01-16 23:37:00,0.17
2025-01-16 23:38:00,0.17
2025-01-16 23:39:00,0.19
2025-01-16 23:40:00,0.2
2025-01-16 23:41:00,0.2
2025-01-16 23:42:00,0.19
2025-01-16 23:43:00,0.17
2025-01-16 23:44:00,0.15
2025-01-16 23:45:00,0.19
2025-01-16 23:46:00,0.19
2025-01-16 23:47:00,0.19
2025-01-16 23:48:00,0.19
